kx (1/m)	特征频率 (Hz)	角频率 (rad/s)
2.4819	197.92	1243.6
2.4819	198.16	1245.1
2.4819	198.68	1248.3
2.4819	198.71	1248.6
2.4819	199.54	1253.7
2.4819	201.28	1264.7
2.5133	82.941	521.14
2.5133	90.497	568.61
2.5133	100.75	633.04
2.5133	110.52	694.45
2.5133	112.18	704.87
2.5133	118.76	746.16
2.5133	122.70	770.95
2.5133	127.32	800.01
2.5133	127.91	803.67
2.5133	131.85	828.43
2.5133	135.94	854.16
2.5133	139.63	877.30
2.5133	146.06	917.71
2.5133	146.57	920.90
2.5133	153.97	967.44
2.5133	157.27	988.15
2.5133	163.11	1024.9
2.5133	164.52	1033.7
2.5133	167.20	1050.5
2.5133	167.87	1054.8
2.5133	169.45	1064.7
2.5133	172.27	1082.4
2.5133	177.34	1114.3
2.5133	177.43	1114.8
2.5133	180.07	1131.4
2.5133	185.23	1163.8
2.5133	185.58	1166.0
2.5133	189.82	1192.6
2.5133	192.04	1206.6
2.5133	195.71	1229.7
2.5133	197.48	1240.8
2.5133	197.81	1242.9
2.5133	200.32	1258.7
2.5133	200.33	1258.7
2.5133	200.36	1258.9
2.5133	200.44	1259.4
2.5133	200.67	1260.8
2.5133	201.16	1263.9
2.5133	201.94	1268.8
2.5133	203.15	1276.4
2.5447	83.912	527.23
2.5447	91.391	574.23
2.5447	101.61	638.43
2.5447	111.53	700.74
2.5447	113.58	713.64
2.5447	119.76	752.44
2.5447	121.68	764.56
2.5447	126.93	797.55
2.5447	128.44	807.03
2.5447	132.95	835.38
2.5447	135.02	848.38
2.5447	140.69	884.00
2.5447	145.18	912.22
2.5447	147.63	927.56
2.5447	154.88	973.13
2.5447	156.39	982.64
2.5447	164.22	1031.8
2.5447	166.42	1045.7
2.5447	166.89	1048.6
2.5447	167.99	1055.5
2.5447	168.87	1061.0
2.5447	173.29	1088.8
2.5447	176.43	1108.6
2.5447	178.98	1124.6
2.5447	181.43	1139.9
2.5447	184.22	1157.5
2.5447	186.51	1171.9
2.5447	188.79	1186.2
2.5447	193.21	1214.0
2.5447	196.25	1233.1
2.5447	197.04	1238.0
2.5447	199.60	1254.1
2.5447	202.29	1271.0
2.5447	202.84	1274.5
2.5447	202.85	1274.5
2.5447	202.87	1274.7
2.5447	202.95	1275.2
2.5447	203.17	1276.6
2.5447	203.61	1279.3
2.5447	204.15	1282.7
2.5761	84.883	533.34
2.5761	92.287	579.86
2.5761	102.47	643.81
2.5761	112.51	706.93
2.5761	114.98	722.44
2.5761	120.67	758.17
2.5761	120.76	758.76
2.5761	125.96	791.44
2.5761	129.55	813.97
2.5761	134.07	842.39
2.5761	134.11	842.61
2.5761	141.76	890.70
2.5761	144.31	906.73
2.5761	148.69	934.28
2.5761	155.52	977.13
2.5761	155.79	978.84
2.5761	165.28	1038.5
2.5761	165.91	1042.4
2.5761	166.53	1046.3
2.5761	168.31	1057.5
2.5761	170.58	1071.8
2.5761	174.31	1095.2
2.5761	175.44	1102.3
2.5761	180.65	1135.0
2.5761	182.73	1148.2
2.5761	182.85	1148.9
2.5761	187.78	1179.9
2.5761	187.85	1180.3
2.5761	194.32	1220.9
2.5761	195.03	1225.4
2.5761	198.43	1246.8
2.5761	201.24	1264.4
2.5761	201.33	1265.0
2.5761	205.36	1290.3
2.5761	205.37	1290.3
2.5761	205.38	1290.5
2.5761	205.43	1290.7
2.5761	205.53	1291.4
2.5761	205.78	1293.0
2.5761	206.27	1296.0
2.6075	85.856	539.45
2.6075	93.185	585.50
2.6075	103.32	649.18
2.6075	113.48	713.04
2.6075	116.39	731.28
2.6075	119.65	751.79
2.6075	121.77	765.10
2.6075	124.99	785.34
2.6075	130.64	820.84
2.6075	133.19	836.86
2.6075	135.20	849.46
2.6075	142.83	897.41
2.6075	143.44	901.26
2.6075	149.77	941.05
2.6075	154.64	971.60
2.6075	156.70	984.60
2.6075	164.91	1036.1
2.6075	165.09	1037.3
2.6075	166.30	1044.9
2.6075	170.19	1069.3
2.6075	172.30	1082.6
2.6075	174.45	1096.1
2.6075	175.35	1101.8
2.6075	181.49	1140.3
2.6075	182.32	1145.6
2.6075	183.99	1156.1
2.6075	186.78	1173.5
2.6075	189.23	1189.0
2.6075	193.80	1217.7
2.6075	195.37	1227.5
2.6075	199.87	1255.8
2.6075	200.19	1257.8
2.6075	202.99	1275.4
2.6075	206.94	1300.2
2.6075	207.88	1306.2
2.6075	207.89	1306.2
2.6075	207.92	1306.4
2.6075	208.00	1306.9
2.6075	208.23	1308.4
2.6075	208.58	1310.5
2.6389	86.831	545.57
2.6389	94.086	591.16
2.6389	104.18	654.56
2.6389	114.44	719.08
2.6389	117.80	740.13
2.6389	118.64	745.42
2.6389	122.78	771.47
2.6389	124.02	779.25
2.6389	131.72	827.63
2.6389	132.28	831.12
2.6389	136.34	856.62
2.6389	142.57	895.79
2.6389	143.89	904.10
2.6389	150.86	947.88
2.6389	153.75	966.06
2.6389	157.63	990.41
2.6389	163.61	1028.0
2.6389	163.94	1030.1
2.6389	167.29	1051.1
2.6389	172.03	1080.9
2.6389	173.46	1089.9
2.6389	174.01	1093.4
2.6389	176.46	1108.7
2.6389	180.12	1131.7
2.6389	183.98	1156.0
2.6389	185.23	1163.8
2.6389	185.77	1167.2
2.6389	190.66	1198.0
2.6389	192.58	1210.0
2.6389	196.39	1233.9
2.6389	199.14	1251.2
2.6389	201.36	1265.2
2.6389	204.54	1285.2
2.6389	207.45	1303.4
2.6389	208.34	1309.1
2.6389	210.41	1322.0
2.6389	210.41	1322.1
2.6389	210.44	1322.2
2.6389	210.52	1322.7
2.6389	210.74	1324.1
2.6704	87.806	551.70
2.6704	94.988	596.83
2.6704	105.03	659.93
2.6704	115.39	725.04
2.6704	117.62	739.06
2.6704	119.21	749.00
2.6704	123.06	773.18
2.6704	123.80	777.87
2.6704	131.37	825.40
2.6704	132.79	834.32
2.6704	137.49	863.87
2.6704	141.70	890.34
2.6704	144.95	910.77
2.6704	151.95	954.75
2.6704	152.87	960.50
2.6704	158.56	996.29
2.6704	162.16	1018.9
2.6704	162.94	1023.8
2.6704	168.27	1057.3
2.6704	172.47	1083.6
2.6704	173.81	1092.1
2.6704	175.68	1103.8
2.6704	177.69	1116.5
2.6704	178.75	1123.1
2.6704	184.77	1160.9
2.6704	185.57	1165.9
2.6704	186.49	1171.8
2.6704	191.36	1202.4
2.6704	192.14	1207.3
2.6704	197.38	1240.2
2.6704	198.08	1244.6
2.6704	202.87	1274.7
2.6704	205.98	1294.2
2.6704	206.33	1296.4
2.6704	209.80	1318.2
2.6704	212.86	1337.4
2.6704	212.93	1337.9
2.6704	212.94	1337.9
2.6704	212.96	1338.1
2.6704	213.04	1338.6
2.7018	88.783	557.84
2.7018	95.893	602.51
2.7018	105.89	665.31
2.7018	116.33	730.95
2.7018	116.61	732.71
2.7018	120.62	757.88
2.7018	122.09	767.12
2.7018	124.82	784.28
2.7018	130.46	819.70
2.7018	133.84	840.94
2.7018	138.66	871.21
2.7018	140.84	884.90
2.7018	146.01	917.42
2.7018	151.98	954.92
2.7018	153.05	961.67
2.7018	159.51	1002.2
2.7018	160.71	1009.8
2.7018	161.93	1017.5
2.7018	169.24	1063.3
2.7018	171.47	1077.4
2.7018	175.47	1102.5
2.7018	177.31	1114.0
2.7018	177.39	1114.6
2.7018	179.10	1125.3
2.7018	183.76	1154.6
2.7018	186.94	1174.6
2.7018	187.93	1180.8
2.7018	190.15	1194.8
2.7018	193.66	1216.8
2.7018	197.03	1238.0
2.7018	198.37	1246.4
2.7018	204.40	1284.3
2.7018	205.21	1289.4
2.7018	207.30	1302.5
2.7018	211.34	1327.9
2.7018	211.88	1331.3
2.7018	215.45	1353.7
2.7018	215.46	1353.8
2.7018	215.49	1353.9
2.7018	215.56	1354.4
2.7332	89.761	563.98
2.7332	96.800	608.21
2.7332	106.74	670.68
2.7332	115.60	726.36
2.7332	117.26	736.79
2.7332	121.13	761.07
2.7332	122.03	766.76
2.7332	125.85	790.71
2.7332	129.55	814.00
2.7332	134.88	847.47
2.7332	139.84	878.64
2.7332	139.97	879.46
2.7332	147.07	924.04
2.7332	151.09	949.31
2.7332	154.16	968.64
2.7332	159.26	1000.7
2.7332	160.47	1008.2
2.7332	160.93	1011.1
2.7332	170.20	1069.4
2.7332	170.48	1071.1
2.7332	176.03	1106.1
2.7332	176.94	1111.7
2.7332	178.95	1124.4
2.7332	180.68	1135.3
2.7332	182.75	1148.2
2.7332	188.10	1181.9
2.7332	188.95	1187.2
2.7332	189.55	1191.0
2.7332	195.21	1226.6
2.7332	195.98	1231.4
2.7332	199.36	1252.6
2.7332	204.10	1282.4
2.7332	205.91	1293.8
2.7332	208.55	1310.3
2.7332	210.91	1325.2
2.7332	212.96	1338.0
2.7332	217.98	1369.6
2.7332	217.99	1369.6
2.7332	218.01	1369.8
2.7332	218.09	1370.3
2.7646	90.740	570.14
2.7646	97.710	613.93
2.7646	107.60	676.07
2.7646	114.59	720.02
2.7646	118.19	742.58
2.7646	120.17	755.03
2.7646	123.45	775.66
2.7646	126.87	797.16
2.7646	128.65	808.33
2.7646	135.91	853.93
2.7646	139.11	874.04
2.7646	141.04	886.17
2.7646	148.11	930.62
2.7646	150.19	943.68
2.7646	155.28	975.64
2.7646	157.81	991.56
2.7646	159.92	1004.8
2.7646	161.44	1014.3
2.7646	169.48	1064.8
2.7646	171.15	1075.4
2.7646	174.69	1097.6
2.7646	178.21	1119.7
2.7646	180.68	1135.3
2.7646	181.73	1141.8
2.7646	182.39	1146.0
2.7646	187.75	1179.7
2.7646	189.16	1188.6
2.7646	191.23	1201.6
2.7646	194.93	1224.8
2.7646	196.78	1236.4
2.7646	200.36	1258.9
2.7646	202.99	1275.5
2.7646	207.39	1303.1
2.7646	209.75	1317.9
2.7646	209.95	1319.2
2.7646	214.62	1348.5
2.7646	220.27	1384.0
2.7646	220.51	1385.5
2.7646	220.51	1385.5
2.7646	220.54	1385.7
2.7960	91.721	576.30
2.7960	98.621	619.66
2.7960	108.46	681.45
2.7960	113.59	713.69
2.7960	119.10	748.32
2.7960	119.21	749.00
2.7960	124.87	784.56
2.7960	127.75	802.66
2.7960	127.90	803.60
2.7960	136.92	860.32
2.7960	138.24	868.62
2.7960	142.25	893.78
2.7960	149.15	937.16
2.7960	149.29	938.02
2.7960	156.37	982.47
2.7960	156.40	982.68
2.7960	158.91	998.46
2.7960	162.42	1020.5
2.7960	168.47	1058.5
2.7960	172.10	1081.3
2.7960	173.36	1089.3
2.7960	179.33	1126.8
2.7960	180.70	1135.4
2.7960	182.49	1146.6
2.7960	184.18	1157.2
2.7960	186.56	1172.2
2.7960	190.18	1195.0
2.7960	192.94	1212.3
2.7960	193.89	1218.2
2.7960	198.34	1246.2
2.7960	201.39	1265.4
2.7960	201.89	1268.5
2.7960	208.80	1311.9
2.7960	209.00	1313.2
2.7960	210.98	1325.6
2.7960	216.33	1359.2
2.7960	219.29	1377.8
2.7960	221.87	1394.0
2.7960	223.04	1401.4
2.7960	223.04	1401.4
2.8274	92.702	582.46
2.8274	99.535	625.40
2.8274	109.32	686.85
2.8274	112.58	707.37
2.8274	118.25	742.99
2.8274	120.00	754.01
2.8274	126.29	793.47
2.8274	126.85	797.01
2.8274	128.92	810.05
2.8274	137.38	863.21
2.8274	137.93	866.65
2.8274	143.47	901.47
2.8274	148.39	932.33
2.8274	150.19	943.66
2.8274	154.92	973.40
2.8274	157.52	989.75
2.8274	157.90	992.11
2.8274	163.41	1026.7
2.8274	167.44	1052.1
2.8274	172.05	1081.0
2.8274	173.05	1087.3
2.8274	179.67	1128.9
2.8274	180.38	1133.4
2.8274	184.34	1158.2
2.8274	185.37	1164.7
2.8274	186.00	1168.6
2.8274	191.18	1201.2
2.8274	192.84	1211.7
2.8274	194.65	1223.0
2.8274	199.90	1256.0
2.8274	200.80	1261.7
2.8274	202.48	1272.2
2.8274	208.07	1307.3
2.8274	210.09	1320.1
2.8274	212.28	1333.8
2.8274	218.05	1370.1
2.8274	218.29	1371.6
2.8274	222.85	1400.2
2.8274	224.02	1407.6
2.8274	225.15	1414.7
2.8588	93.685	588.64
2.8588	100.45	631.15
2.8588	110.17	692.25
2.8588	111.58	701.05
2.8588	117.30	736.99
2.8588	120.90	759.66
2.8588	125.95	791.38
2.8588	127.70	802.39
2.8588	129.95	816.50
2.8588	136.52	857.80
2.8588	138.93	872.94
2.8588	144.71	909.23
2.8588	147.47	926.61
2.8588	151.22	950.13
2.8588	153.48	964.33
2.8588	156.89	985.75
2.8588	158.65	996.84
2.8588	164.41	1033.0
2.8588	166.41	1045.6
2.8588	170.76	1072.9
2.8588	174.00	1093.3
2.8588	178.63	1122.4
2.8588	181.38	1139.7
2.8588	184.20	1157.3
2.8588	186.19	1169.9
2.8588	187.83	1180.2
2.8588	191.80	1205.1
2.8588	192.18	1207.5
2.8588	196.34	1233.6
2.8588	199.71	1254.8
2.8588	201.41	1265.5
2.8588	203.65	1279.6
2.8588	207.14	1301.5
2.8588	211.27	1327.4
2.8588	213.68	1342.6
2.8588	217.29	1365.3
2.8588	219.79	1381.0
2.8588	222.17	1395.9
2.8588	223.38	1403.6
2.8588	223.81	1406.2
2.8903	94.669	594.82
2.8903	101.37	636.92
2.8903	110.57	694.74
2.8903	111.04	697.66
2.8903	116.34	731.00
2.8903	121.80	765.27
2.8903	125.06	785.76
2.8903	129.12	811.30
2.8903	130.97	822.94
2.8903	135.66	852.40
2.8903	139.93	879.19
2.8903	145.95	917.06
2.8903	146.56	920.85
2.8903	152.04	955.27
2.8903	152.24	956.55
2.8903	155.88	979.39
2.8903	159.78	1003.9
2.8903	165.35	1039.0
2.8903	165.43	1039.4
2.8903	169.49	1064.9
2.8903	174.95	1099.2
2.8903	177.58	1115.7
2.8903	182.37	1145.9
2.8903	183.03	1150.0
2.8903	188.04	1181.5
2.8903	189.68	1191.8
2.8903	190.76	1198.6
2.8903	193.21	1214.0
2.8903	198.00	1244.1
2.8903	198.63	1248.0
2.8903	202.86	1274.6
2.8903	204.92	1287.6
2.8903	206.22	1295.7
2.8903	212.34	1334.2
2.8903	215.17	1351.9
2.8903	216.27	1358.9
2.8903	220.24	1383.8
2.8903	221.53	1391.9
2.8903	221.56	1392.1
2.8903	224.47	1410.4
2.9217	95.654	601.01
2.9217	102.29	642.70
2.9217	109.57	688.44
2.9217	111.90	703.08
2.9217	115.39	725.03
2.9217	122.68	770.84
2.9217	124.17	780.16
2.9217	130.54	820.22
2.9217	132.00	829.37
2.9217	134.80	847.00
2.9217	140.92	885.41
2.9217	145.63	915.05
2.9217	147.21	924.94
2.9217	150.60	946.22
2.9217	153.26	962.95
2.9217	154.86	973.04
2.9217	160.92	1011.1
2.9217	164.28	1032.2
2.9217	166.46	1045.9
2.9217	168.25	1057.1
2.9217	175.90	1105.2
2.9217	176.52	1109.1
2.9217	181.87	1142.7
2.9217	183.35	1152.0
2.9217	189.73	1192.1
2.9217	189.85	1192.9
2.9217	191.52	1203.3
2.9217	194.28	1220.7
2.9217	197.56	1241.3
2.9217	199.63	1254.3
2.9217	204.25	1283.4
2.9217	205.30	1290.0
2.9217	206.31	1296.3
2.9217	213.35	1340.5
2.9217	215.23	1352.3
2.9217	216.71	1361.6
2.9217	218.28	1371.5
2.9217	219.71	1380.5
2.9217	223.28	1402.9
2.9217	223.43	1403.9
2.9531	96.640	607.21
2.9531	103.21	648.50
2.9531	108.57	682.15
2.9531	112.76	708.51
2.9531	114.44	719.06
2.9531	123.28	774.57
2.9531	123.57	776.39
2.9531	131.96	829.13
2.9531	133.02	835.79
2.9531	133.95	841.60
2.9531	141.91	891.62
2.9531	144.70	909.21
2.9531	148.47	932.86
2.9531	149.16	937.18
2.9531	153.85	966.69
2.9531	154.27	969.32
2.9531	162.05	1018.2
2.9531	163.18	1025.3
2.9531	167.04	1049.5
2.9531	167.50	1052.5
2.9531	175.44	1102.3
2.9531	176.85	1111.2
2.9531	180.71	1135.5
2.9531	184.32	1158.1
2.9531	188.70	1185.6
2.9531	191.59	1203.8
2.9531	193.35	1214.8
2.9531	195.45	1228.1
2.9531	196.49	1234.6
2.9531	201.20	1264.1
2.9531	204.40	1284.3
2.9531	205.61	1291.9
2.9531	207.80	1305.7
2.9531	214.15	1345.6
2.9531	214.32	1346.6
2.9531	216.31	1359.1
2.9531	217.88	1369.0
2.9531	218.28	1371.5
2.9531	222.40	1397.4
2.9531	225.02	1413.9
2.9845	97.628	613.41
2.9845	104.14	654.31
2.9845	107.57	675.86
2.9845	113.50	713.11
2.9845	113.63	713.94
2.9845	122.39	768.99
2.9845	124.44	781.90
2.9845	133.09	836.21
2.9845	133.37	838.00
2.9845	134.04	842.22
2.9845	142.89	897.82
2.9845	143.77	903.32
2.9845	147.72	928.15
2.9845	149.73	940.81
2.9845	152.84	960.35
2.9845	155.28	975.68
2.9845	162.05	1018.2
2.9845	163.19	1025.3
2.9845	165.86	1042.1
2.9845	168.55	1059.1
2.9845	174.36	1095.6
2.9845	177.81	1117.2
2.9845	179.57	1128.3
2.9845	185.30	1164.3
2.9845	187.68	1179.2
2.9845	193.19	1213.9
2.9845	195.16	1226.2
2.9845	195.43	1227.9
2.9845	196.77	1236.4
2.9845	202.69	1273.5
2.9845	203.49	1278.6
2.9845	206.98	1300.5
2.9845	209.36	1315.5
2.9845	213.01	1338.4
2.9845	214.34	1346.7
2.9845	215.27	1352.6
2.9845	216.10	1357.8
2.9845	219.87	1381.5
2.9845	221.33	1390.6
2.9845	224.91	1413.2
3.0159	98.617	619.63
3.0159	105.06	660.13
3.0159	106.57	669.59
3.0159	112.55	707.17
3.0159	114.50	719.39
3.0159	121.50	763.43
3.0159	125.32	787.40
3.0159	132.23	830.81
3.0159	134.75	846.68
3.0159	135.10	848.83
3.0159	142.82	897.39
3.0159	143.88	904.01
3.0159	146.28	919.13
3.0159	151.00	948.78
3.0159	151.84	954.02
3.0159	156.29	982.03
3.0159	160.90	1011.0
3.0159	164.32	1032.5
3.0159	164.71	1034.9
3.0159	169.62	1065.7
3.0159	173.27	1088.7
3.0159	178.43	1121.1
3.0159	178.77	1123.2
3.0159	186.28	1170.4
3.0159	186.66	1172.8
3.0159	194.38	1221.3
3.0159	194.61	1222.8
3.0159	196.97	1237.6
3.0159	198.28	1245.8
3.0159	202.59	1272.9
3.0159	204.10	1282.4
3.0159	208.39	1309.4
3.0159	210.96	1325.5
3.0159	211.76	1330.5
3.0159	212.37	1334.3
3.0159	214.42	1347.2
3.0159	216.23	1358.6
3.0159	220.19	1383.5
3.0159	221.45	1391.4
3.0159	223.25	1402.7
3.0473	99.606	625.85
3.0473	105.57	663.32
3.0473	105.99	665.96
3.0473	111.61	701.25
3.0473	115.36	724.85
3.0473	120.62	757.88
3.0473	126.19	792.87
3.0473	131.37	825.41
3.0473	135.95	854.21
3.0473	136.32	856.55
3.0473	141.87	891.41
3.0473	144.85	910.12
3.0473	144.86	910.21
3.0473	150.83	947.71
3.0473	152.27	956.75
3.0473	157.31	988.39
3.0473	159.72	1003.5
3.0473	163.59	1027.9
3.0473	165.46	1039.6
3.0473	170.69	1072.5
3.0473	172.18	1081.8
3.0473	177.30	1114.0
3.0473	179.73	1129.3
3.0473	185.65	1166.5
3.0473	187.26	1176.6
3.0473	193.34	1214.8
3.0473	195.84	1230.5
3.0473	198.81	1249.2
3.0473	199.94	1256.3
3.0473	201.68	1267.2
3.0473	205.43	1290.7
3.0473	209.86	1318.6
3.0473	210.33	1321.5
3.0473	210.43	1322.1
3.0473	212.56	1335.5
3.0473	212.89	1337.6
3.0473	217.21	1364.8
3.0473	218.94	1375.6
3.0473	221.66	1392.8
3.0473	223.03	1401.4
3.0788	100.60	632.07
3.0788	104.57	657.05
3.0788	106.92	671.81
3.0788	110.67	695.34
3.0788	116.24	730.33
3.0788	119.74	752.34
3.0788	127.06	798.32
3.0788	130.51	820.01
3.0788	136.98	860.70
3.0788	137.71	865.29
3.0788	140.91	885.38
3.0788	143.42	901.12
3.0788	145.85	916.42
3.0788	149.83	941.41
3.0788	153.54	964.71
3.0788	158.32	994.77
3.0788	158.52	995.99
3.0788	162.50	1021.0
3.0788	166.59	1046.7
3.0788	171.07	1074.9
3.0788	171.77	1079.3
3.0788	176.18	1107.0
3.0788	180.71	1135.4
3.0788	184.65	1160.2
3.0788	188.26	1182.9
3.0788	192.31	1208.3
3.0788	196.94	1237.4
3.0788	200.69	1260.9
3.0788	200.77	1261.5
3.0788	201.70	1267.3
3.0788	206.68	1298.6
3.0788	208.42	1309.6
3.0788	208.79	1311.9
3.0788	211.39	1328.2
3.0788	211.52	1329.0
3.0788	214.15	1345.5
3.0788	217.57	1367.0
3.0788	218.23	1371.2
3.0788	220.16	1383.3
3.0788	223.25	1402.7
3.1102	101.59	638.31
3.1102	103.58	650.80
3.1102	107.86	677.67
3.1102	109.73	689.44
3.1102	117.11	735.81
3.1102	118.86	746.82
3.1102	127.92	803.76
3.1102	129.65	814.60
3.1102	137.98	866.98
3.1102	139.13	874.20
3.1102	139.95	879.30
3.1102	141.99	892.13
3.1102	146.84	922.64
3.1102	148.83	935.14
3.1102	154.80	972.63
3.1102	157.29	988.30
3.1102	159.35	1001.2
3.1102	161.43	1014.3
3.1102	167.72	1053.8
3.1102	169.96	1067.9
3.1102	172.86	1086.1
3.1102	175.07	1100.0
3.1102	181.68	1141.5
3.1102	183.65	1153.9
3.1102	189.26	1189.1
3.1102	191.28	1201.9
3.1102	197.96	1243.8
3.1102	199.86	1255.7
3.1102	202.59	1272.9
3.1102	203.50	1278.6
3.1102	206.47	1297.3
3.1102	207.08	1301.1
3.1102	207.89	1306.2
3.1102	210.27	1321.1
3.1102	212.96	1338.1
3.1102	215.71	1355.3
3.1102	216.09	1357.7
3.1102	218.69	1374.1
3.1102	219.33	1378.1
3.1102	221.83	1393.8
3.1416	102.58	644.55
3.1416	102.58	644.55
3.1416	108.79	683.55
3.1416	108.79	683.55
3.1416	117.98	741.31
3.1416	117.98	741.31
3.1416	128.79	809.19
3.1416	128.79	809.19
3.1416	138.97	873.17
3.1416	138.97	873.17
3.1416	140.56	883.15
3.1416	140.56	883.15
3.1416	147.84	928.88
3.1416	147.84	928.88
3.1416	156.05	980.50
3.1416	156.05	980.50
3.1416	160.38	1007.7
3.1416	160.38	1007.7
3.1416	168.84	1060.9
3.1416	168.84	1060.9
3.1416	173.96	1093.0
3.1416	173.96	1093.0
3.1416	182.67	1147.7
3.1416	182.67	1147.7
3.1416	190.27	1195.5
3.1416	190.27	1195.5
3.1416	198.92	1249.9
3.1416	198.92	1249.9
3.1416	204.52	1285.1
3.1416	204.52	1285.1
3.1416	205.30	1290.0
3.1416	205.30	1290.0
3.1416	209.07	1313.6
3.1416	209.07	1313.6
3.1416	214.54	1348.0
3.1416	214.54	1348.0
3.1416	217.22	1364.9
3.1416	217.22	1364.9
3.1416	220.52	1385.6
3.1416	220.52	1385.6
